	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
TCGA-44-6777-01A	0.00785059799375815	0	0.112550078637954	0.0135434091162294	0	0.0771665341413434	0	0	0.0347382276138298	0	0	0.0280799326601562	0.0170835732090855	0.215210248972101	0.0474875256111325	0.242145167073629	0.106503800311608	0	0.0834797943889828	0	0	0.0141611102701896	0	0.570958221898638	0.829211745650894
TCGA-44-6778-01A	0.0157433288220128	0	0.0776394049402851	0.0191787589256388	0	0.272993670453065	0.0327885164811316	0.0644222960797182	0	0.0157908197025145	0.00696488638837976	0.00690171072210196	0.00360807160022045	0.109181829312192	0.120790583028749	0.158970992301351	0.0542383761613528	0	0.0295448614427111	0	0	0.0112418936385757	0	0.402286348924938	0.915009730731522
TCGA-44-6779-01A	0.00562506832852724	0	0.0150350586000986	0.199694069914541	0	0.101001219619563	0.0515895662714495	0.0125507824006654	0.0560116177190663	0	0.0904314207961257	0	0.0032128731066302	0.0782624213337264	0.156535914096487	0.159675783648829	0.0162809364874437	0	0.0448795730027144	0	0	0.00921369467413192	0	0.510450387321667	0.859512098551358
TCGA-44-7659-01A	0.0130389540439602	0.0594365331828351	0.127536040824725	0.0600332692410997	0	0.162533085655494	0	0.0321702200696261	0.0505179891366996	0	0	0.0304044064757785	0.00923292829106789	0.0638817299743061	0.0309929539387083	0.155183351626587	0.0841261506274329	0.0458715772259787	0.070125372514429	0	0	0.0049154371712711	0.01	0.167542130461576	1.00404606012439
TCGA-44-7660-01A	0.0062834908959375	0	0.0896234167596241	0.0545861329425653	0	0.0892175719097101	0.00791711532614106	0.0115105692419055	0.0148048873630009	0	0.0318391792351152	0.00196619547565182	0.000729603299158347	0.134163558016736	0.154953380734801	0.350963627402406	0.0460914508080764	0	0	0.000545892389081845	0.00480392820008899	0	0	0.333581833265713	0.957109550358011
TCGA-44-7661-01A	0.0444483088185055	0	0	0.0636804096322007	0	0.11786323032993	0.1067594831694	0	0.0212984916501508	0	0	0.0345853141851114	0.0572725226505482	0.0542444467542334	0.0745548304589769	0.166155421365912	0.0670513621147812	0.100672736070168	0.0833808940344613	0	0	0.00803254876562093	0	0.364443910018895	0.931335296655358
TCGA-44-7662-01A	0.0140335588927718	0	0.121507586169642	0.0606535598171762	0	0.10574588460896	0.0310664552606108	0	0.0268666263238563	0.0118628284531017	0	0.0121249193975267	0	0.258815778369156	0.0723458436216814	0.246599362525314	0.00441460514479817	0	0.0177758210200844	0.00013700565415458	0	0.0160501647411661	0	0.525102259256677	0.852420371812199
TCGA-44-7667-01A	0.00188995543624538	0	0.127402846280122	0.0468085944585304	0	0.0609036983740454	0.054743125500835	0	0.0179427918857759	0	0	0.0647621241050015	0	0.402389948271961	0.0783862357515998	0.133325418968679	0.00348023010830454	0	0	0	0	0.00796503085890038	0	0.447525902383898	0.898070665179383
TCGA-44-7669-01A	0.064938068765688	0	0.0545370218426994	0.097365631411416	0	0.118399487740798	0.0642448009145982	0	0.0258927080015516	0	0.036819647191698	0	0.00661646642395656	0.118437053645009	0.120751316900166	0.236958673813522	0.00484793804214091	0.000815174412480022	0.0428363204821919	0	0	0.00653969041208393	0	0.31290325413476	0.956004832658587
TCGA-44-7670-01A	0.0164552752508542	0	0.0692124609182721	0.161129668607877	0	0.0610235607891856	0.0627699569385918	0.0392160190845665	0.00445789537638327	0	0	0.0306573414127812	0.00526307543108577	0.274301144815794	0.114334636214505	0.0927283744624526	0.035560509719611	0	0.02117879157357	0	0.0103968851656654	0.00131440423880474	0	0.206926771422052	1.01205606688149
TCGA-44-7671-01A	0.00105306046469877	0.00273159412487409	0.107905532003993	0.0399611607491017	0	0.102444679022021	0.00782670801577403	0.0375863818608455	0	0	0	0.00532811264472742	0	0.175562691485694	0.00983527551024048	0.279581027855554	0.0573222599032286	0.0694522187656414	0.0916212115781428	0	0	0.0117880860154635	0	0.194473276118757	1.00967904006009
TCGA-44-7672-01A	0.0306446271886309	0	0.174486122533227	0.062251042427355	0	0.126070480212317	0.0570946604280622	0	0.0451492193230577	0	0	0.0655178666371554	0.0157811508444422	0.110568639470687	0.0642615284537485	0.129365140523937	0.0317214714860932	0	0.0838969128550635	0	0	0.00319113761622377	0	0.430775261205638	0.904128176550154
TCGA-44-8117-01A	0.0440526380452617	0	0.0351896969530371	0.0693734312527175	0	0.113292506656112	0.0248912972820065	0.0516629892115173	0.0330942780481305	0	0.00949060817331822	0	0	0.319077156805983	0.0840812109199756	0.162717331338692	0	0	0.0527589584788392	0	0	0.000317896834409229	0	0.510790062573553	0.85945400567815
TCGA-44-8119-01A	0.0171703658662766	0	0.176481900329449	0	0	0.0569358567893202	0.0439850331177966	0.0260765902493447	0.00560807811489835	0.038228463109211	0	0.0259647377357436	0	0.354579212293706	0.0523872163857027	0.165586034347758	0.0014270625392989	0	0.0279457082489713	0	0	0.00762374087252399	0	0.332261845110531	0.955975213382437
TCGA-44-8120-01A	0.0363925303749854	0	0.105624700057913	0.0868755575291956	0	0.143414275887378	0	0.0119344552142679	0.0310179150322945	0	0	0.0146038954717472	0.0219625156480858	0.054769126969105	0.01179347510833	0.160356599740784	0.106157992142336	0.0367307680191076	0.159119237870093	0	0	0.019246954934377	0	0.238080616049308	0.979172597111847
TCGA-44-A479-01A	0.00106629247038509	0	0.21695868525524	0.148324747269306	0	0.146379391533247	0.0567613422027019	0	0.0344981383277387	0.0182982401238998	0	0	0	0.0822842624427526	0.108119300610412	0.129732208186603	0.0168300476674794	0	0.0390959104125133	0	0	0.00165143349772064	0	0.502113316861133	0.870929225424835
TCGA-44-A47A-01A	0	0.00984924435551934	0	0.0251696507467669	0	0.131875587872662	0.00134755911525454	0.0353342116706245	0.0771938006914641	0	0	0.0109779752393512	0.00151602817328476	0.121480668419583	0.0130270408892136	0.0711978423206645	0.335430671976705	0.0914423647925525	0.0741573537363544	0	0	0	0	0.516478144467108	0.858179193202398
TCGA-44-A47B-01A	0.00554010951468279	0	0.0199263976243179	0.163647118513976	0	0.0435049026916138	0.0266955892560036	0.0334326801869944	0.108007245568781	0	0	0.0476076016552809	0	0.179851414588882	0.0494798407817077	0.150987684306475	0.0816945980201736	0.000231313872903347	0.0893935034182077	0	0	0	0	0.365534002675966	0.932357557373926
TCGA-44-A47G-01A	0.0179003040056699	0.00182825163368522	0.136077630963316	0.113749281222309	0	0.176979308429059	0.0629894035255805	0	0.0222173266414822	0.0160832034209502	0	0	0.00663697518762985	0.119689626219464	0.0647158592816024	0.134697643209104	0.0596208659730883	0.0145250912818426	0.0503885412761291	0	0	0.00190068772908782	0	0.458510783789309	0.891679872162864
TCGA-44-A4SS-01A	0.0310381590838308	0	0	0.10780988201922	0	0.226799842210834	0.0700622559202686	0	0	0.023493301472395	0	0.0407248377941379	0.000618637827482172	0.100044555409308	0.0902096515036394	0.210972154650735	0.00883872588120037	0.00856719071110984	0.0750232300851034	0	0.000949257060464285	0.00484831837027137	0	0.372888286917581	0.929595323255613
TCGA-44-A4SU-01A	0.00594720061038949	0.0203576995371485	0.26198598898486	0	0	0.167423073613554	0	0.0532309381745272	0.0643913502958811	0.025553666915236	0	0.0174545296609051	0	0.168636242338196	0.102764617045907	0.0518967304483139	0.0198474145887911	0	0.0386264841080631	0	0	0.00188406367822668	0	0.355686261934916	0.934981625372623
TCGA-49-4486-01A	0.0440343508697862	0	0.262729614090349	0.0391736563571866	0	0.203029235468672	0.0124487161870827	0.0263014372065166	0.00131844624510106	0.046457496906227	0	0.0230310916884576	0	0	0.0542166344858134	0.186179261412765	0.0609713723861485	0.0173627631063756	0.0198744410332114	0	0	0.00287148255630744	0.05	0.123509789265592	1.02056715988099
TCGA-49-4487-01A	0.0331601534842244	0.0882235950070203	0.0615357426575722	0.209826656705597	0	0.00740535856822939	0.0519633430418704	0.0114476767504651	0.0922379897309818	0.0275048069597864	0	0	0	0.217415731871824	0.0656106360948737	0.105774829287758	0	0.0119162657708445	0.015977214068953	0	0	0	0	0.536476520119822	0.849761838918334
TCGA-49-4488-01A	0.0052298624355275	0.0073496890727061	0.0698384866522036	0.170529851461971	0	0.0706372902291838	0.0522172300252282	0.0232241334198952	0.052299099400907	0.0219277374220995	0	0.00135746358642771	0.00426841191434441	0.147565854361643	0.0891985904051367	0.111187330379812	0.146091331958737	0.00394605247104824	0.0231315848031301	0	0	0	0	0.250723995215519	0.981707374572317
TCGA-49-4490-01A	0.0520854541503989	0	0.0123529979022294	0.0613283563906296	0	0.125890329952096	0	0.0114054922903751	0.182939923205751	0	0	0.0251990650687904	0.0135979800336555	0.261748429042926	0.085343896132207	0.0712950720736058	0.0078927529357007	0.0192091861612502	0.0697110646603837	0	0	0	0	0.254744303251581	0.987014348077407
TCGA-49-4494-01A	0.0266451689200281	0	0.0323838871126966	0.0513082617921091	0	0.0484785382125796	0.0242716043046337	0.0563486743696461	0.0235738849620703	0.0395858060154824	0	0.0404425376985935	0.00216091971395584	0.146240803988474	0.0934202058044429	0.211826746548542	0.109810016086045	0.0237011809459142	0.0698017635247863	0	0	0	0	0.464757422219205	0.885040233740358
TCGA-49-4501-01A	0.0438067659833311	0.00221072355480313	0.0750748706382887	0.0948033890370411	0	0.197386027480934	0	0.0157331536533751	0.0617129973342312	0.033528763102991	0	0.0458701187043293	0.010153127633309	0.0315456003383687	0.0502158157187444	0.135491451316584	0.0563012141294077	0.0588234372834886	0.0821786332708363	0	0	0.00516391081993689	0	0.328387830417834	0.946422221442138
TCGA-49-4505-01A	0.0126357885364915	0	0.0641057372878126	0.0313072357312818	0	0.0913962079725612	0.0166748082995719	0.0376459080968993	0.0407231890808964	0.0472642513457882	0	0.0602513291862844	0.0185997907035849	0.0364411516882622	0.0906402095516283	0.170074715308067	0.0986790704828116	0.0324158621797656	0.142047868631307	0	0	0.0090968759169861	0	0.485262962104399	0.877586289817889
TCGA-49-4506-01A	0.0243673177087064	0	0.0510295089995197	0.309653046601205	0	0.0218643783468018	0.100040726541201	0.0205260012076559	0.0175634987064105	0	0	0.0456192194459027	0.00196537743145894	0.0853308524781269	0.100426696310987	0.118221856924304	0.0473780875452904	0	0.0438037219896779	0	0	0.012209709762752	0	0.337345728406163	0.94711502396999
TCGA-49-4507-01A	0.0138026548197998	0	0.105720869430506	0.331744766958043	0	0	0.078555878303535	0.0254278275954005	0.0447298265016277	0	0	0.0922799489348975	0.000225647551667028	0.060349629225579	0.0644528034188916	0.107085672104457	0.00498018680555542	0	0.0692708231142287	0	0	0.00137346523581199	0	0.467353362858763	0.883211272706904
TCGA-49-4510-01A	0.0377484705903277	0	0.355856982814546	0.072218169090658	0	0.108708911137263	0	0.0357408713679253	0	0	0	0.0395592889845114	0.00553119959012071	0.00958720143971662	0.0267707366796331	0.203564609927092	0.0254635876174912	0.0263730247213862	0.0474023313781606	0	0	0.00547461466116768	0	0.22566335344832	0.982462776308336
TCGA-49-4512-01A	0	0.0408979573164939	0.0220426250677001	0.00583600525169967	0	0.134478412018708	0	0.00103009532322783	0.0384929973685275	0	0	0.0123028992955648	0.0365537611596359	0.150588269022876	0.0140310474511298	0.316144809867234	0.0901787119058296	0.0529885435114974	0.0844338654398753	0	0	0	0	0.471106268583484	0.881853254450633
TCGA-49-4514-01A	0.0578002046253118	0	0.0929464927935297	0.18125054076783	0	0.0607047292168104	0.0626046118554037	0.0408474199852295	0.0832129062471872	0	0	0.0370437288270231	0.00947564997071989	0.0762593959024436	0.0880666264335521	0.0935453929943904	0	0.0604792348165521	0.0557630655640162	0	0	0	0	0.317514710982699	0.952395043270292
TCGA-49-6742-01A	0.005747563231994	0	0.0812281683006197	0.0626953876151144	0	0.146455442440576	0.00586819115674546	0.021923729136038	0	0	0	0.0871920882160786	0.0170300769851035	0.0387829720591951	0.0323501407328057	0.285391111258722	0	0.105835057132645	0.101995325915392	0	0	0.00750474581897028	0	0.180745426245575	1.01026635113954
TCGA-49-6743-01A	0.0562019958872204	0	0.13511096064467	0.062485894973402	0	0.165384411672183	0.0410569086943785	0.0155128811142405	0.0247809152208874	0	0.0155222674793625	0.000140385728293576	0	0.221759396511335	0.0831297978156301	0.142130212724277	0.00296916723184385	0	0.0304636771424261	0	0	0.00335112715984872	0	0.276867686299954	0.970522023113757
TCGA-49-6744-01A	0.0208310011450606	0	0.117087579409633	0.0482903241131893	0	0.223794275454488	0.0222904061620086	0	0.0335698025051837	0.0261750693604039	0	0	0.0100432333215077	0.104727118062132	0.0393912247523427	0.113815896611093	0.124044098404109	0.053217422050673	0.0565701439878897	0	0	0.00615240466028533	0	0.475953454590966	0.884579342750036
TCGA-49-6745-01A	0.00144583312105747	0	0.014588540749418	0.150574325111835	0	0.0967886459423424	0.0633284055683031	0.0270364800996743	0.0167591251906738	0	0.00447338018690988	0	0.0948877925138671	0.092269349364658	0.121186138646184	0.115617185612307	0.0713360935499209	0.056000953078544	0.0737077512643048	0	0	0	0	0.401220241860162	0.915538566570043
TCGA-49-6761-01A	0	0.0222987379988216	0.0135849475761792	0	0	0.0899268667116069	0.214902062032212	0.0168464443926438	0	0.0253588266893329	0	0.0831540508433047	0	0.148166553160105	0.122241656659145	0.150338870572251	0.0294333977140409	0	0.0793716142532434	0	0	0.00437597139711379	0	0.449766812231358	0.892349685652965
TCGA-49-6767-01A	0.0201052195754331	0	0.00516572004252569	0.149912722850384	0	0.0802506829318802	0.0729722719531007	0.0206209357575502	0.0440933045270564	0	0.00856250238405203	0.0300705499097323	0	0.350319098821387	0.0800739065973781	0.0997637184734803	0.00913425487520009	0	0.0289551113008395	0	0	0	0	0.406296535818086	0.918556023796751
TCGA-49-AAQV-01A	0.0631030980679374	0.0117238831710339	0.0557248779679846	0.0862295365863803	0	0.171656325778779	0	0.0177841293538389	0.145198356789788	0	0	0.00637816059573251	0.00595920924253632	0.246470227778837	0.0672138079513497	0.0773261003712521	0.0131465794640244	0.00741867995841774	0.0246670269221081	0	0	0	0	0.389439370254549	0.922057266945896
TCGA-49-AAR0-01A	0.0631449375032591	0	0.0415023332558708	0.0643787744319474	0	0.128624100956522	0	0.0932160008824845	0.0954793882148065	0	0	0.02072688521278	0.0115903062218444	0.114841371977465	0.084663196064804	0.194720584736952	0.0355672302067776	0	0.0503248654180613	0	0	0.00122002491642547	0	0.434882323259165	0.899909467684876
TCGA-49-AAR2-01A	0	0.0324669232589571	0.325051839225424	0.105037279389448	0	0.105998251501707	0	0.0174140168533899	0.110384512325987	0	0	0.0196295932223378	0.0029640555171605	0.0885380078322054	0.0597904787047115	0.0992240374863417	0	0	0.0204534680334039	0	0	0.0130475366489264	0	0.28764025041859	0.961490585940842
TCGA-49-AAR3-01A	0.0242172209081154	0	0.0694946901020582	0.164270513640788	0	0.0191566821448767	0.0904781327181805	0.0247618179929063	0.0310023005642329	0.0067660393417236	0	0.0366909808105618	0	0.214681948603216	0.0893270301223523	0.166818200258765	0.0156675171780367	0	0.0401991004861348	0	0.00646782512805173	0	0	0.410035588103248	0.911786110428271
TCGA-49-AAR4-01A	0.0116303267942185	0	0.0901539804539863	0.40185714298901	0	0	0.0429865090116598	0.0576082214429063	0.0368172484256654	0.0798666865202367	0	7.36377333715515e-05	0	0.109882635894542	0.0501521541663371	0.0959501693955888	0.00676824013226753	0	0.00688743185932611	0.00719564613141996	0	0.00216996904946454	0	0.530295700289306	0.847608448138513
TCGA-49-AAR9-01A	0	0	0.058564905324763	0	0	0	0.000131161285552715	0.103529326265365	0.0267662799062685	0.134152681151051	0	0.0423210099114512	0	0.459406105169377	0.0766733021961372	0.0514199259733908	0	0.0469934936991251	0	4.18091175183814e-05	0	0	0	0.375576342304175	0.94667001348167
TCGA-49-AARE-01A	0.017452639904656	0	0.0748730648696656	0.082902007499018	0	0.00358882155922731	0.0275961277810299	0.0241765054979636	0.0578152754195491	0	0.00304097656403392	0.0195078899346069	0	0.34384608172963	0.162709447401205	0.132197299990158	0	0	0.0502938618492564	0	0	0	0	0.480080290047407	0.878061346455555
TCGA-49-AARN-01A	0	0.104733137484232	0.198018536716693	0.049715219092162	0	0.160722934555109	0.00309387968818057	0.00468179370016035	0.116203026110339	0	0	0.0373183203263672	0	0.0790093125035927	0.042148576794087	0.0805933351259238	0.0426852969801818	0.0183139947503745	0.0591430043856507	0	0	0.00361963178694632	0	0.262480275168681	0.969623324156331
TCGA-49-AARO-01A	0.0488116993730422	0	0.053834657039548	0.0867306111688287	0	0.0438784581670586	0.0114080607895061	0.0269376315903158	0.062654666178422	0	0.00472397824602518	0	0.0116508863746373	0.327060320342254	0.0459657303120831	0.142555360501842	0.0730785487054817	0.0463132166774504	0.0102536739360806	0	0	0.00414250059742462	0	0.49727841057927	0.867069235018762
TCGA-49-AARQ-01A	0.0860888470836468	0	0.0418372408263425	0.096293010301232	0	0.0274045940048473	0.0194806584675951	0.0827751144242945	0.0952132325167124	0	0.0257606181488292	0.0202987476236043	0.00390978183685457	0.157649038527558	0.240451080944887	0.0718131897548375	0.00607854807792609	0	0.0249462974608334	0	0	0	0	0.358014425063761	0.949604280533998
TCGA-49-AARR-01A	0.0845809798921463	0	0.0631621547297044	0.137057397519018	0	0.151552405300606	0.00905363876083506	0.00772974386551891	0.0368298500731235	0	0.0266877247537129	0.0110589260954891	0.00510253008673565	0.0397329955192057	0.0182103495520063	0.275707804228373	0.000364201830269453	0.00903371731490136	0.094112951841771	0	0	0.030022628636584	0	0.283425113581306	0.964995741670897
TCGA-4B-A93V-01A	0.0296838820204623	0	0.211689503309224	0.0687302929725636	0	0.0700036619876246	0.0619343832860921	0.0297336418098086	0.0513918908243285	0	0	0.0381763881709712	0	0.32770883409802	0.0383983130676365	0.0547606789134082	0	0	0.0177885295398602	0	0	0	0	0.234591856055677	0.993075050309045
TCGA-50-5044-01A	0	0	0.0560861791921968	0.148369104038785	0	0.0323314786416084	0.0733367850286421	0.0111088853437604	0.073151606688813	0	0	0.0735039911756108	0.00678001145537477	0.0800358232489699	0.052723482541625	0.182266257085865	0.0684846463442321	0.0411571014769295	0.0984803934479177	0	0.000588904692681683	0.00159534959698767	0	0.296913085153202	0.960385437158983
TCGA-50-5045-01A	0.059304872907711	0	0.159222364281983	0.0787754032289994	0	0.0623377629076943	0.0268750914849158	0.0552517750917229	0.0439009002055149	0.032134557902827	0	0.01735953383356	0.0043735931993236	0.0253689622797696	0.0813264012226072	0.12621005946895	0.121364017611335	0.018313716118175	0.0833202797006157	0	0	0.00456070855429596	0	0.514470973965113	0.871322843392687
TCGA-50-5049-01A	0.0173109115398761	0	0.12991791508731	0.166143622448661	0	0.0885359528852328	0.0318113937892486	0.0363797436192768	0.0253580141334655	0.0182063920228284	0	0.00201674060724126	0.0114841135402978	0.180866224698329	0.0816327235729985	0.169840746147364	0.0189539439521554	0	0.0160160289117599	0	0.00552553304395615	0	0	0.59031479938463	0.824181681459766
TCGA-50-5051-01A	0.0510468333563231	0	0.19129455436363	0.0735142474785981	0	0.106172724988042	0	0.0372806483391086	0.0640591653003944	0	0.0162294314194126	0	0.022883763960673	0.201031809401827	0	0.0924874504828877	0.00597131948829795	0.0970421319233188	0.0219094021339902	0.0149375692929016	0	0.00413894807059453	0	0.228164922414833	0.986356038016356
TCGA-50-5055-01A	0.105419393172621	0.0342034719212545	0.156209623009887	0.10450768592799	0	0.103220078607832	0.000962588505712797	0.0319493828017948	0.0575358685528571	0.0358815394129293	0	0.00496445113435019	0	0.130129424681943	0.0468094825917724	0.0661471535571429	0.0682833607947372	0.0144041233210913	0.0381858044402712	0	0	0.00118656756581297	0	0.359810851120661	0.932635811240818
TCGA-50-5066-01A	0	0	0.194188765757531	0.171917602490422	0	0.000650762572467568	0.142256084280034	0	0	0.052987810388207	0	0	0	0.0481251884110529	0.0845378669752771	0.198290406469051	0.0550973212063904	0	0.0477142687560171	0	0	0.00423392269354978	0	0.562008237668044	0.847570810467367
TCGA-50-5068-01A	0.00831829251569404	0.0424937785349002	0.130962142207735	0.12363282771116	0	0.0610669535301499	0.00542648106396675	0.035079734172323	0.00829451781195267	0.059643488057246	0	0.0451486356105334	0.00657348360952353	0.0328474716300481	0.107337060916403	0.139316979224882	0.145525864362236	0	0.0483322890412461	0	0	0	0	0.500630396086783	0.870607281913911
TCGA-50-5072-01A	0.0536436689057323	0	0.165603830793622	0.0084035549162094	0	0.141358016034992	0	0.0371451514385376	0.0375942563356726	0	0	0.0068504414277993	0.0119740179855374	0.207544555704372	0.071092007159312	0.156182464816761	0.00294471574957419	0.0490870839335268	0.0427919556992535	0	0	0.00778427909909763	0	0.308418716019662	0.956247058279313
TCGA-50-5930-01A	0.0128747117704813	0	0.249544220929852	0.116263169450578	0	0.0817272843020203	0.0757491272928176	0	0.0100269234572733	0	0.0145974649771383	0	0	0.218519413111964	0.0751209559219974	0.13196570178491	0.00743462196001451	0	0.0039149787326967	0	0	0.00226142630825712	0	0.439057332298604	0.899119866631063
TCGA-50-5931-01A	0.0702112608980623	0	0.0585452839284437	0.0748696035216298	0	0.0727326835372385	0	0.101032047690048	0	0	0	0	0	0.325944195253823	0.0670697060046657	0.156236437361341	0	0.0489464057143133	0.0161866035896927	0	0.00822577250074201	0	0.04	0.13518064525846	1.05180479746722
TCGA-50-5932-01A	0.00373547328815083	0	0.116469939609927	0.0502345913827845	0	0.162759379506269	0	0.0404286490090228	0.0115986641015945	0	0	0.0290213713382873	0.0378409986015491	0.126837475115959	0.0345043029576135	0.268094250351456	0	0.0364774959276285	0.0692843895699127	0	0	0.0127130192398455	0.02	0.156532129188095	1.01796266364588
TCGA-50-5933-01A	0.00203084883200353	0	0.017665363003019	0.0549542238974324	0	0.134011363826849	0.0129491553411297	0.00418321596823029	0.00436212301476086	0	0.00685135575299158	0	0.00832427958177928	0.299315047635746	0.054775191487294	0.355535659398454	0.00185739562247877	0	0.0364167395452466	0	0	0.00676803709258491	0	0.479142542162583	0.880114726941158
TCGA-50-5935-01A	0.00707944728424182	0	0.0621034499409206	0.00360509248269072	0	0.26307687771368	0.0148925521733912	0	0.0897227858987452	0.025529923956379	0.000522250075392275	0	0	0.204068953832168	0.0531915030997975	0.124086487014393	0.0550928172182185	0.0659020413545438	0.0305464039595311	0	0	0.000579413995907454	0	0.387879707325751	0.922359101971471
TCGA-50-5936-01A	0.014144860729852	0	0.0495061843158042	0	0	0.172198099211103	0	0	0.0365071290353258	0.00345064672775181	0.0234893150524317	0	0	0.435245841223955	0	0.17479294937704	0	0.0656133797118364	0	0.0176344761273868	0	0.00741711848751331	0	0.614790196469718	0.789761725651513
TCGA-50-5939-01A	0	0.0138091774991066	0.202507775807795	0.0103378107878485	0	0.177016473401353	0.0272802891577103	0.00400946260590876	0.00915678925679749	0	0	0.010047771462495	0.00566663745634144	0.267098426047354	0.0646766702544937	0.174639556596323	0	0.00148737616781775	0.00565210719795617	0.00886651396040112	0	0.0177471623402986	0	0.411899336459263	0.91180063316386
TCGA-50-5941-01A	0.0314984034070527	0	0.0438933001714331	0.153435168865778	0	0.0661808745516384	0	0.0649385503482385	0.0604301495317828	0	0	0.0549596701241111	0.00692104944012025	0.139270406886807	0.147072618359336	0.129312651324018	0.0318084001312384	0	0.0638435682799472	0	0	0.00643518857849738	0	0.558754695954407	0.83470103735871
TCGA-50-5942-01A	0.0396114672596562	0	0.189814200786925	0.0497913609588497	0	0.221551652743922	0.00616622308260279	0	0.0417955893818561	0	0	0.0570115406666323	0.0217713826481353	0	0.0292210528548496	0.0902370615983973	0.0520520881018609	0.00628991802702892	0.194092798721047	0	0	0.000593663168237069	0	0.267915599047158	0.96912497168358
TCGA-50-5944-01A	0.00161983713012018	0	0.0153545410797878	0.0375295400257315	0	0.149556782292345	0	0	0.011264210748504	0	0	0.0449451845420863	0.0842987251828941	0.0891177875096013	0.0241840507131132	0.288301409230697	0.0221692895098616	0.0140505571077147	0.217199191766602	0	0	0.000408893160941301	0	0.309777988997552	0.959222126550523
TCGA-50-5946-01A	0.031964522603602	0	0.108236544000282	0.131064457867967	0	0.108739104338953	0.0126465795256381	0.0775365342884592	0.0273618705301426	0	0	0.0419896278232835	0.0133238824723607	0.134396406152194	0.0700631673002629	0.136391004085707	0.0121804422203099	0.0324811733156732	0.057259144165549	0	0	0.00436553930961629	0.34	0.0571397545964455	1.05533522348399
TCGA-50-6590-01A	0.0172504633054298	0	0.0822941746942243	0.063097359190423	0	0.118293594587085	0.10843358214636	0	0.019601918958826	0	0	0.0221055610741373	0	0.264187023575534	0.114448310773881	0.132274911809262	0.0134266320212062	0	0.0380915744965461	0	0	0.00649489336708493	0	0.449854288769024	0.892497134015586
TCGA-50-6591-01A	0.00971698688806062	0	0.0140229025286953	0.035355943322109	0	0.307007549437104	0	0.0223490383001412	0.0167007922603717	0	0	0	0	0.493620913503321	0.00908884185034557	0	0.00163150875388058	0	0	0.0903195469996197	0	0.00018597615635144	0.03	0.141693886758471	1.0878326580106
TCGA-50-6592-01A	0.0128123841756317	0	0.0687618856556585	0.0904383606547245	0	0.131645860560246	0.0979069690371733	0.000664392345853829	0	0	0.0294367226617431	0.0542360469030026	0	0.221314727734423	0.0959759765637573	0.139294303939806	0.00586447940818129	0	0.0398129777735984	0	0	0.0118349125862001	0	0.424865011675634	0.904849210509264
TCGA-50-6593-01A	0	0.0197330712298267	0.0289961304803485	0.0193593270017962	0	0.0569977993121873	0.00882812191192545	0.0152258639716785	0.0183212197498034	0	0	0.0037010836430069	0.052390081571785	0.33716663295188	0.0213502812797946	0.108336232959039	0.175490086271388	0.0157476125302819	0.0941313888091807	0	0	0.0242250663260767	0	0.49828382990137	0.867001851756857
TCGA-50-6594-01A	0	0.00186575451356165	0.0737123619457821	0	0	0.132632388346764	0	0	0.0308571214098197	0.00662893339193437	0	0.0447425804998985	0.0282255493121304	0.210318144148321	0	0.212824231846723	0.096628986505077	0.0955641009678723	0.0579703014763562	0	0	0.00802954563575949	0	0.245904998767241	0.99034899748625
TCGA-50-6595-01A	0.0137358135777484	0	0.0262776374491243	0.0590304651101006	0	0.110685402558736	0.0314831113706773	0	0.0159456552207208	0	0.0189081615906528	0.0339245520736061	0	0.217614808097151	0.204150823545302	0.217011761962465	0	0.0244427598112314	0.01985176742994	0	0	0.00693728020254351	0	0.58768445846169	0.809130733298878
TCGA-50-6597-01A	0.00680515752006959	0.0173125825331434	0.140492911213242	0.0859565302949843	0	0.144040806157775	0.000703936751502185	0.00378809885985956	0.180922840890399	0.0375527854670183	0	0.0142732054297175	0	0.0330901866350546	0.10722418836164	0.0664868777885417	0.0964224838785168	0.0290168088692932	0.0359105993492435	0	0	0	0	0.425410416693004	0.904240741091273
TCGA-50-6673-01A	0.043940516047003	0	0.16362287693624	0.0191714012156477	0	0.179986169794461	0	0.0391025621997946	0.0330332897765419	0	0	0.0174133604127211	0.0129551473498845	0.150934491316576	0.0436904668225589	0.171409690402501	0.0585977964119004	0.0361132941426899	0.016256368060886	0	0	0.0137725691105944	0.03	0.146177929496356	1.0181132898155
TCGA-50-7109-01A	0.0406384053134493	0	0.222419111453172	0.0866694496749586	0	0.125558451688276	0.0593279425183178	0.03158180681783	0.0189095999172641	0	0	0.0610505913961817	0	0.0603924731964965	0.109186004773541	0.103987812605922	0.0224702768863518	0	0.0578080737582395	0	0	0	0	0.295458625096466	0.959114659399026
